"","date","sentido_ABEV3","lag_fechamento_ABEV3","lag_abertura_ABEV3","lag_volume_ABEV3","lag_retorno_ABEV3","lag_value_ABEV3","lag_diff"
"536",2014-03-06,"1",19.21698563,19.20554695,12.1650943888016,-0.004750602791,57,0.0114386800000013
"537",2014-03-07,"-1",19.2970564,19.28561772,12.0509965376264,0.004158010177,53,0.0114386799999977
"538",2014-03-10,"-1",19.1712309,19.31993377,12.5060513041253,-0.006541801497,65,-0.148702869999997
"539",2014-03-11,"1",19.09116013,19.14835354,12.4324350108997,-0.004185357409,61,-0.05719341
"540",2014-03-12,"1",19.10259881,19.09116013,12.1002397961181,0.0005989817531,67,0.0114386800000013
"541",2014-03-13,"-1",19.12547617,18.98821199,12.0535215190684,0.001196888242,67,0.137264179999999
"542",2014-03-14,"-1",18.98821199,19.20554695,12.4696208242791,-0.007202912291,87,-0.217334959999999
"543",2014-03-17,"1",18.71368362,18.97677331,12.0726098219833,-0.01456336418,68,-0.263089689999997
"544",2014-03-18,"1",19.06828276,18.81663176,12.0419818931305,0.01877136556,77,0.251650999999999
"545",2014-03-19,"-1",19.20554695,19.03396672,12.406254585207,0.007172774324,70,0.17158023
"546",2014-03-20,"-1",19.18266958,18.98821199,12.3378155647892,-0.001191895263,68,0.194457589999999
"547",2014-03-21,"-1",19.1712309,19.07972145,12.2136091744168,-0.0005964807331,59,0.0915094500000002
"548",2014-03-24,"1",19.05684408,19.02252804,12.6253716228938,-0.005984458356,66,0.0343160400000002
"549",2014-03-25,"-1",19.1712309,19.13691486,12.1998885634499,0.005984458356,61,0.0343160400000002
"550",2014-03-26,"-1",19.14835354,19.2970564,11.9661961256928,-0.001194030001,60,-0.14870286
"551",2014-03-27,"1",19.0454054,19.22842431,12.2701876394928,-0.005390848672,69,-0.183018910000001
"552",2014-03-28,"-1",19.50295268,19.11403749,12.6802301355384,0.02373998731,71,0.388915189999999
"553",2014-03-31,"-1",19.38856586,19.46863663,12.3027228362097,-0.005882369892,50,-0.080070769999999
"554",2014-04-01,"1",19.2118171,19.26848913,12.5274675018421,-0.009157939831,71,-0.0566720299999979
"555",2014-04-02,"1",19.38183318,19.16647948,12.1676747937336,0.008810629706,57,0.215353700000001
"556",2014-04-03,"1",19.60852129,19.4158364,12.3527108918448,0.01162803798,69,0.192684889999999
"557",2014-04-04,"-1",19.61994151,19.64278195,12.4488384157111,0.0005822416433,67,-0.0228404399999995
"558",2014-04-07,"0",19.30017529,19.80266506,12.6545557352131,-0.01643229463,75,-0.50248977
"559",2014-04-08,"-1",19.30017529,19.53999996,12.61188436023,0,80,-0.239824670000001
"560",2014-04-09,"-1",19.20881352,19.47147862,12.9068332701332,-0.004744967357,70,-0.2626651
"561",2014-04-10,"1",19.18597307,19.16313263,12.1212497810899,-0.001189768181,73,0.0228404399999995
"562",2014-04-11,"1",19.39153707,19.16313263,12.4490933311688,0.01065729452,68,0.228404439999998
"563",2014-04-14,"-1",19.8711864,19.28875507,12.3125070843261,0.0244340253,50,0.582431329999999
"564",2014-04-15,"-1",19.83692573,19.84834595,11.791579406212,-0.001725625957,80,-0.011420219999998
"565",2014-04-16,"1",19.80266506,19.64278195,12.1661668977943,-0.001728608891,63,0.159883109999999
