"","date","ativo","retorno","fechamento","abertura","volume","value","lag_fechamento","lag_volume","lag_value","lag_abertura","lag_retorno","lag_diff"
"6907",2015-12-23,"ITSA4",-0.007117467759,5.140009497,5.228123946,11.38945755097,61,5.176723851,11.6047295054453,63,5.206095334,0.004264398781,-0.0293714829999994
"6908",2015-12-28,"ITSA4",-0.002861232277,5.125323756,5.140009497,11.3767047450589,65,5.140009497,11.38945755097,61,5.228123946,-0.007117467759,-0.0881144489999999
"6909",2015-12-29,"ITSA4",0,5.125323756,5.176723851,11.3133763625096,58,5.125323756,11.3767047450589,65,5.140009497,-0.002861232277,-0.0146857410000001
"6910",2015-12-30,"ITSA4",-0.02398447771,5.003858011,5.076588506,11.7538617820241,62,5.125323756,11.3133763625096,58,5.176723851,0,-0.051400095
"6911",2016-01-04,"ITSA4",-0.0415490029,4.800212627,4.952946665,12.0825368444036,85,5.003858011,11.7538617820241,62,5.076588506,-0.02398447771,-0.0727304950000001
"6912",2016-01-05,"ITSA4",0.01652930193,4.880216171,4.865670072,11.479513448625,85,4.800212627,12.0825368444036,85,4.952946665,-0.0415490029,-0.152734038
"6913",2016-01-06,"ITSA4",0.008902135959,4.923854468,4.807485677,12.2677414279035,81,4.880216171,11.479513448625,85,4.865670072,0.01652930193,0.0145460989999995
"6914",2016-01-07,"ITSA4",-0.01488122701,4.851123973,4.829304825,11.8762621700224,80,4.923854468,12.2677414279035,81,4.807485677,0.008902135959,0.116368791
"6915",2016-01-08,"ITSA4",0,4.851123973,4.902035319,11.4166788468444,78,4.851123973,11.8762621700224,80,4.829304825,-0.01488122701,0.0218191479999996
"6916",2016-01-11,"ITSA4",-0.01206651142,4.792939578,4.872943122,11.8737836469552,79,4.851123973,11.4166788468444,78,4.902035319,0,-0.0509113460000004
"6917",2016-01-12,"ITSA4",-0.0122138923,4.734755182,4.858397023,11.908239222022,73,4.792939578,11.8737836469552,79,4.872943122,-0.01206651142,-0.0800035439999993
"6918",2016-01-13,"ITSA4",0.003067487074,4.749301281,4.814758726,11.6096255874474,67,4.734755182,11.908239222022,73,4.858397023,-0.0122138923,-0.123641841
"6919",2016-01-14,"ITSA4",0.004583659666,4.77112043,4.77112043,12.1530515435529,65,4.749301281,11.6096255874474,67,4.814758726,0.003067487074,-0.0654574449999998
"6920",2016-01-15,"ITSA4",-0.01691047215,4.691116886,4.712936034,11.953210591723,73,4.77112043,12.1530515435529,65,4.77112043,0.004583659666,0
"6921",2016-01-18,"ITSA4",-0.004662013105,4.669297737,4.691116886,11.7820361518366,71,4.691116886,11.953210591723,73,4.712936034,-0.01691047215,-0.0218191480000005
"6922",2016-01-19,"ITSA4",-0.01096330479,4.618386391,4.749301281,11.3337270261623,67,4.669297737,11.7820361518366,71,4.691116886,-0.004662013105,-0.0218191489999997
"6923",2016-01-20,"ITSA4",-0.01108483244,4.567475045,4.567475045,11.9431352168354,70,4.618386391,11.3337270261623,67,4.749301281,-0.01096330479,-0.130914890000001
"6924",2016-01-21,"ITSA4",0.003179652924,4.582021144,4.567475045,11.5259009184926,65,4.567475045,11.9431352168354,70,4.567475045,-0.01108483244,0
"6925",2016-01-22,"ITSA4",0.01574835698,4.654751639,4.63293249,11.6650712792541,67,4.582021144,11.5259009184926,65,4.567475045,0.003179652924,0.0145460989999995
"6926",2016-01-26,"ITSA4",0.01550418652,4.727482133,4.611113342,12.0227866237894,66,4.654751639,11.6650712792541,67,4.63293249,0.01574835698,0.0218191489999997
"6927",2016-01-27,"ITSA4",0.001537279311,4.734755182,4.683843836,12.0627794757037,64,4.727482133,12.0227866237894,66,4.611113342,0.01550418652,0.116368790999999
"6928",2016-01-28,"ITSA4",0.02127739845,4.836577874,4.756574331,12.1889264866952,68,4.734755182,12.0627794757037,64,4.683843836,0.001537279311,0.0509113459999995
"6929",2016-01-29,"ITSA4",0.02138176563,4.941105964,4.790287323,12.3139041058882,73,4.836577874,12.1889264866952,68,4.756574331,0.02127739845,0.0800035429999992
"6930",2016-02-01,"ITSA4",0.005797117673,4.969833324,4.933924124,11.8610368460484,74,4.941105964,12.3139041058882,73,4.790287323,0.02138176563,0.150818641
"6931",2016-02-02,"ITSA4",-0.08596095671,4.560468441,4.704105242,12.3498006258129,74,4.969833324,11.8610368460484,74,4.933924124,0.005797117673,0.0359091999999999
"6932",2016-02-03,"ITSA4",0.05066317464,4.797469163,4.639468682,11.8320844019181,68,4.560468441,12.3498006258129,74,4.704105242,-0.08596095671,-0.143636801
"6933",2016-02-04,"ITSA4",0.01633295402,4.876469404,4.847742043,12.4815239764677,76,4.797469163,11.8320844019181,68,4.639468682,0.05066317464,0.158000480999999
"6934",2016-02-05,"ITSA4",-0.001473839605,4.869287564,4.862105724,11.8660089673966,100,4.876469404,12.4815239764677,76,4.847742043,0.01633295402,0.0287273609999996
"6935",2016-02-10,"ITSA4",0.001473839605,4.876469404,4.797469163,10.8456994103617,81,4.869287564,11.8660089673966,100,4.862105724,-0.001473839605,0.00718184000000033
"6936",2016-02-11,"ITSA4",-0.02233897809,4.768741803,4.826196523,11.595205667584,81,4.876469404,10.8456994103617,81,4.797469163,0.001473839605,0.0790002410000001
"6937",2016-02-12,"ITSA4",0.001504891187,4.775923643,4.811832843,11.3756269857765,78,4.768741803,11.595205667584,81,4.826196523,-0.02233897809,-0.05745472
"6938",2016-02-15,"ITSA4",0.001502629892,4.783105483,4.869287564,10.9323388176211,85,4.775923643,11.3756269857765,78,4.811832843,0.001504891187,-0.0359092000000008
"6939",2016-02-16,"ITSA4",0.01490340549,4.854923883,4.790287323,12.1824149971795,73,4.783105483,10.9323388176211,85,4.869287564,0.001502629892,-0.0861820810000005
"6940",2016-02-17,"ITSA4",0.004428051517,4.876469404,4.876469404,12.5262376388767,66,4.854923883,12.1824149971795,73,4.790287323,0.01490340549,0.0646365599999994
