"","date","ativo","retorno","fechamento","abertura","sentido_ret","volume","Dia","Ano","Semana","value"
"1",2012-01-03,"ABEV3",-0.01146250302,13.02269316,13.19703937,0,34542,"Terça",2012,1,58
"2",2012-01-04,"ABEV3",-0.02351721585,12.72000878,12.98394956,0,15914,"Quarta",2012,1,45
"3",2012-01-05,"ABEV3",-0.01999682092,12.46817536,12.55534847,0,16983,"Quinta",2012,1,55
"4",2012-01-06,"ABEV3",-0.002527954718,12.43669619,12.46575389,0,7117,"Sexta",2012,1,49
"5",2012-01-09,"ABEV3",-0.001948938434,12.41248144,12.43669619,0,5539,"Segunda",2012,2,42
"6",2012-01-10,"ABEV3",-0.005085088214,12.34952308,12.45848946,0,15274,"Terça",2012,2,55
"7",2012-01-11,"ABEV3",0,12.34952308,12.34952308,0,14002,"Quarta",2012,2,57
"8",2012-01-12,"ABEV3",0.004499665257,12.40521701,12.35194456,1,21481,"Quinta",2012,2,54
"9",2012-01-13,"ABEV3",0.001365454161,12.42216734,12.36889488,1,9463,"Sexta",2012,2,52
"10",2012-01-16,"ABEV3",0.01182069767,12.56987732,12.45122504,1,12683,"Segunda",2012,3,65
"11",2012-01-17,"ABEV3",0.006528441015,12.65220747,12.59167059,1,26744,"Terça",2012,3,50
"12",2012-01-18,"ABEV3",0.01047129992,12.7853886,12.65220747,1,28253,"Quarta",2012,3,54
"13",2012-01-19,"ABEV3",-0.004746093401,12.72485173,12.7853886,0,21605,"Quinta",2012,3,45
"14",2012-01-20,"ABEV3",0.002850358169,12.76117385,12.83381811,1,13910,"Sexta",2012,3,41
"15",2012-01-23,"ABEV3",-0.01356406314,12.58924912,12.76117385,0,18765,"Segunda",2012,4,61
"16",2012-01-24,"ABEV3",0.01318448449,12.7563309,12.44638209,1,4664,"Terça",2012,4,56
"17",2012-01-26,"ABEV3",-0.003422707273,12.71274435,12.71516582,0,12013,"Quinta",2012,4,48
"18",2012-01-27,"ABEV3",-0.01438873741,12.53113372,12.71274435,0,13237,"Sexta",2012,4,57
"19",2012-01-30,"ABEV3",0.0007726482539,12.54081962,12.34952308,1,6247,"Segunda",2012,5,57
"20",2012-01-31,"ABEV3",-0.001537740777,12.52154991,12.47098211,0,16943,"Terça",2012,5,51
"21",2012-02-01,"ABEV3",0.01337173699,12.69010923,12.41800632,1,9056,"Quarta",2012,5,68
"22",2012-02-02,"ABEV3",0.001895735113,12.71418914,12.76234894,1,27440,"Quinta",2012,5,61
"23",2012-02-03,"ABEV3",0.01503787742,12.90682837,12.66362134,1,11541,"Sexta",2012,5,40
"24",2012-02-06,"ABEV3",-0.01636451454,12.6973332,12.78402086,0,13068,"Segunda",2012,6,54
"25",2012-02-07,"ABEV3",-0.0101020587,12.56970971,12.6973332,0,7763,"Terça",2012,6,79
"26",2012-02-08,"ABEV3",-0.004415865834,12.51432594,12.62027751,0,15907,"Quarta",2012,6,64
"27",2012-02-09,"ABEV3",0.008049104368,12.61546153,12.50950995,1,18867,"Quinta",2012,6,63
"28",2012-02-10,"ABEV3",-0.00459155199,12.55766976,12.57452569,0,15223,"Sexta",2012,6,51
"29",2012-02-13,"ABEV3",0.01711068361,12.77438889,12.55766976,1,9635,"Segunda",2012,7,56
"30",2012-02-14,"ABEV3",0.001883239754,12.7984688,12.88274846,1,39736,"Terça",2012,7,73
"31",2012-02-15,"ABEV3",0.002818226423,12.83458865,12.88274846,1,25496,"Quarta",2012,7,71
"32",2012-02-16,"ABEV3",0.02024398227,13.0970596,12.83458865,1,37007,"Quinta",2012,7,57
"33",2012-02-17,"ABEV3",0.02469709684,13.42454629,13.0970596,1,38925,"Sexta",2012,7,40
"34",2012-02-22,"ABEV3",-0.01354422507,13.24394702,13.1235475,0,47733,"Quarta",2012,8,38
"35",2012-02-23,"ABEV3",0.001816530952,13.26802692,13.06816372,1,49064,"Quinta",2012,8,56
"36",2012-02-24,"ABEV3",0.02526789743,13.60755356,13.26802692,1,18382,"Sexta",2012,8,59
"37",2012-02-27,"ABEV3",0.008633654196,13.72554509,13.60514557,1,9410,"Segunda",2012,9,58
"38",2012-02-28,"ABEV3",0.007167236343,13.82427269,13.67738528,1,4565,"Terça",2012,9,57
"39",2012-02-29,"ABEV3",0.007801431404,13.93254359,13.90137996,1,24596,"Quarta",2012,9,65
"40",2012-03-01,"ABEV3",-0.0006978367269,13.92282435,14.03945533,0,28968,"Quinta",2012,9,72
"41",2012-03-02,"ABEV3",0.01678675745,14.15851614,13.86207904,1,8321,"Sexta",2012,9,46
"42",2012-03-05,"ABEV3",-0.008964031797,14.0321659,14.0929112,0,11984,"Segunda",2012,10,80
"43",2012-03-06,"ABEV3",-0.0008661758606,14.02001684,14.21197201,0,23377,"Terça",2012,10,62
"44",2012-03-07,"ABEV3",0.02650860651,14.39663774,14.02973609,1,10975,"Quarta",2012,10,68
"45",2012-03-08,"ABEV3",0.01441043705,14.6056016,14.45738305,1,14203,"Quinta",2012,10,53
"46",2012-03-09,"ABEV3",0.03095816797,15.06483612,14.62504009,1,21593,"Sexta",2012,10,57
"47",2012-03-12,"ABEV3",0.008032171708,15.18632673,14.95549456,1,18941,"Segunda",2012,11,58
"48",2012-03-13,"ABEV3",0.0163456785,15.43659739,15.24221241,1,11193,"Terça",2012,11,69
"49",2012-03-14,"ABEV3",-0.005207934117,15.35641359,15.30781734,0,40976,"Quarta",2012,11,80
"50",2012-03-15,"ABEV3",-0.009698780225,15.20819504,15.38314152,0,17309,"Quinta",2012,11,63
"51",2012-03-16,"ABEV3",-0.01237858421,15.02109949,14.93119644,0,13791,"Sexta",2012,11,74
"52",2012-03-19,"ABEV3",0.01890778971,15.30781734,15.11586217,1,8309,"Segunda",2012,12,51
"53",2012-03-20,"ABEV3",0.003169574727,15.35641359,15.30781734,1,11702,"Terça",2012,12,68
"54",2012-03-21,"ABEV3",0.003159560321,15.40500983,15.36856265,1,4621,"Quarta",2012,12,58
"55",2012-03-22,"ABEV3",0.009419221878,15.55079857,15.35641359,1,36144,"Quinta",2012,12,55
"56",2012-03-23,"ABEV3",0,15.55079857,15.57509669,0,28358,"Sexta",2012,12,52
"57",2012-03-26,"ABEV3",0.04431588382,16.25544413,15.61883331,1,15479,"Segunda",2012,13,73
"58",2012-03-27,"ABEV3",-0.01825226026,15.96143685,16.26759319,0,29803,"Terça",2012,13,73
"59",2012-03-28,"ABEV3",-0.04181198049,15.30781734,15.95900703,0,15368,"Quarta",2012,13,68
"60",2012-03-29,"ABEV3",0.004750602739,15.38071171,15.30781734,1,8892,"Quinta",2012,13,62
"61",2012-03-30,"ABEV3",-0.007324704679,15.26846413,15.40909791,0,24811,"Sexta",2012,13,73
"62",2012-04-02,"ABEV3",0.0201233013,15.57882834,15.27573829,1,18913,"Segunda",2012,14,84
"63",2012-04-03,"ABEV3",-0.008283238714,15.45031816,15.52305977,0,14541,"Terça",2012,14,79
"64",2012-04-04,"ABEV3",-0.0113637587,15.27573829,15.37757655,0,9143,"Quarta",2012,14,79
"65",2012-04-05,"ABEV3",-0.006209716621,15.1811742,15.2054214,0,15910,"Quinta",2012,14,54
"66",2012-04-09,"ABEV3",-0.0009587728322,15.16662588,14.93870216,0,8690,"Segunda",2012,15,75
"67",2012-04-10,"ABEV3",0.01112889073,15.3363563,15.16662588,1,19109,"Terça",2012,15,81
"68",2012-04-11,"ABEV3",0.02204764467,15.67824187,15.3363563,1,23474,"Quarta",2012,15,65
"69",2012-04-12,"ABEV3",0.005244497574,15.76068237,15.75825765,1,16136,"Quinta",2012,15,67
"70",2012-04-13,"ABEV3",0.003838776301,15.82130038,15.72188684,1,13571,"Sexta",2012,15,67
"71",2012-04-16,"ABEV3",-0.000153268427,15.81887566,15.82614982,0,18021,"Segunda",2012,16,79
"72",2012-04-17,"ABEV3",0.01158196429,16.0031544,15.82130038,1,19082,"Terça",2012,16,90
"73",2012-04-18,"ABEV3",0.03234984335,16.52931872,16.0031544,1,6597,"Quarta",2012,16,89
"74",2012-04-19,"ABEV3",-0.002643949803,16.48567376,16.57781313,0,13869,"Quinta",2012,16,70
"75",2012-04-20,"ABEV3",0.01445597197,16.72572107,16.54871649,1,14459,"Sexta",2012,16,64
"76",2012-04-23,"ABEV3",-0.01430890235,16.48809848,16.72329635,0,23916,"Segunda",2012,17,63
"77",2012-04-24,"ABEV3",-0.005899722154,16.39110966,16.48809848,0,4658,"Terça",2012,17,68
"78",2012-04-25,"ABEV3",0.008543283654,16.53174344,16.43960407,1,18597,"Quarta",2012,17,73
"79",2012-04-26,"ABEV3",-0.002055499176,16.49779736,16.48809848,0,7821,"Quinta",2012,17,67
"80",2012-04-27,"ABEV3",0.001468644727,16.52204456,16.49779736,1,12561,"Sexta",2012,17,69
"81",2012-04-30,"ABEV3",-0.01655923845,16.25070488,16.39293772,0,103726,"Segunda",2012,18,51
"82",2012-05-02,"ABEV3",-0.01073835824,16.07713259,15.9758821,0,57520,"Quarta",2012,18,83
"83",2012-05-03,"ABEV3",0.007320567564,16.19525817,16.24829415,1,9249,"Quinta",2012,18,100
"84",2012-05-04,"ABEV3",-0.03298831433,15.66971988,16.0964184,0,14925,"Sexta",2012,18,73
"85",2012-05-07,"ABEV3",0.02341600071,16.0409717,15.64561262,1,38727,"Segunda",2012,19,55
"86",2012-05-08,"ABEV3",0.0007511455525,16.05302533,16.01927517,1,13887,"Terça",2012,19,91
"87",2012-05-09,"ABEV3",-0.01589377291,15.79989909,16.01686444,0,13299,"Quarta",2012,19,58
"88",2012-05-10,"ABEV3",-0.008888947365,15.66007697,15.85775652,0,7154,"Quinta",2012,19,62
"89",2012-05-11,"ABEV3",-0.004010494378,15.59739809,15.49855832,0,15772,"Sexta",2012,19,37
"90",2012-05-14,"ABEV3",-0.007913766191,15.47445106,15.52507631,0,20363,"Segunda",2012,20,55
"91",2012-05-15,"ABEV3",-0.0009351621753,15.4599867,15.54436212,0,53077,"Terça",2012,20,78
"92",2012-05-16,"ABEV3",0.0001559211602,15.46239743,15.4599867,1,23142,"Quarta",2012,20,64
"93",2012-05-17,"ABEV3",-0.002185110913,15.42864726,15.32016459,0,9984,"Quinta",2012,20,75
"94",2012-05-18,"ABEV3",-0.004070774403,15.36596838,15.42864726,0,17804,"Sexta",2012,20,58
"95",2012-05-21,"ABEV3",-0.003142680168,15.31775386,15.21409264,0,10679,"Segunda",2012,21,45
"96",2012-05-22,"ABEV3",0.005649732552,15.40454,15.21168191,1,23865,"Terça",2012,21,72
"97",2012-05-23,"ABEV3",-0.0282513631,14.97543075,15.26471789,0,18354,"Quarta",2012,21,66
"98",2012-05-24,"ABEV3",-0.008406127741,14.85007299,14.97302002,0,21285,"Quinta",2012,21,49
"99",2012-05-25,"ABEV3",-0.002438034526,14.8139121,14.94409131,0,17691,"Sexta",2012,21,47
"100",2012-05-28,"ABEV3",0.007296343674,14.92239477,14.823555,1,7912,"Segunda",2012,22,70
"101",2012-05-29,"ABEV3",-0.006320416453,14.82837646,14.92239477,0,15383,"Terça",2012,22,76
"102",2012-05-30,"ABEV3",0.007934621851,14.94650204,14.91034114,1,12620,"Quarta",2012,22,71
"103",2012-05-31,"ABEV3",0.005877602447,15.03461031,14.79680453,1,37551,"Quinta",2012,22,70
"104",2012-06-01,"ABEV3",-0.04610165809,14.35722413,14.72474217,0,19352,"Sexta",2012,22,38
"105",2012-06-04,"ABEV3",-0.006546393528,14.26354306,14.23952228,0,14645,"Segunda",2012,23,68
"106",2012-06-05,"ABEV3",-0.009815614425,14.1242225,14.31398672,0,10763,"Terça",2012,23,76
"107",2012-06-06,"ABEV3",0.03509131982,14.62865902,14.16025368,1,31309,"Quarta",2012,23,56
"108",2012-06-08,"ABEV3",-0.006755112602,14.53017379,14.41487402,0,54908,"Sexta",2012,23,46
"109",2012-06-11,"ABEV3",-0.01734243896,14.28035761,14.77518582,0,35850,"Segunda",2012,24,65
"110",2012-06-12,"ABEV3",0.01270282828,14.46291559,14.30197632,1,19685,"Terça",2012,24,59
"111",2012-06-13,"ABEV3",-0.00516194633,14.38845115,14.46051351,0,35426,"Quarta",2012,24,62
"112",2012-06-14,"ABEV3",0.003166933261,14.43409065,14.38845115,1,82088,"Quinta",2012,24,55
"113",2012-06-15,"ABEV3",0.004483195503,14.49894677,14.41247194,1,538892,"Sexta",2012,24,47
"114",2012-06-18,"ABEV3",0.02777502515,14.90730014,14.41247194,1,55856,"Segunda",2012,25,80
"115",2012-06-19,"ABEV3",0.02890466429,15.34447846,14.94813548,1,24422,"Terça",2012,25,55
"116",2012-06-20,"ABEV3",0.001876760021,15.3733034,15.33487014,1,18327,"Quarta",2012,25,79
"117",2012-06-21,"ABEV3",-0.01733691964,15.10907475,15.33006599,0,14994,"Quinta",2012,25,51
"118",2012-06-22,"ABEV3",-0.01071042511,14.94811366,15.21879898,0,25864,"Sexta",2012,25,50
"119",2012-06-25,"ABEV3",0.002422286156,14.98436615,14.70643033,1,18275,"Segunda",2012,26,62
"120",2012-06-26,"ABEV3",0.002738183285,15.02545232,14.97228199,1,23612,"Terça",2012,26,74
"121",2012-06-27,"ABEV3",-0.01572537881,14.79101949,14.98436615,0,16069,"Quarta",2012,26,57
"122",2012-06-28,"ABEV3",0.008946786004,14.92394532,14.88769282,1,12712,"Quinta",2012,26,63
"123",2012-06-29,"ABEV3",0.02177753385,15.2525168,14.99895216,1,26493,"Sexta",2012,26,56
"124",2012-07-02,"ABEV3",-0.02338725846,14.89994121,15.18731446,0,8390,"Segunda",2012,27,47
"125",2012-07-03,"ABEV3",0.01767114254,15.16558035,15.04000548,1,13402,"Terça",2012,27,60
"126",2012-07-04,"ABEV3",0.01234388203,15.35394266,15.15350585,1,11125,"Quarta",2012,27,49
"127",2012-07-05,"ABEV3",-0.009164229082,15.21387838,15.39982578,0,10247,"Quinta",2012,27,44
"128",2012-07-06,"ABEV3",-0.01197619106,15.03276078,15.20180387,0,8940,"Sexta",2012,27,64
"129",2012-07-10,"ABEV3",-0.01782867319,14.76712163,15.03276078,0,17208,"Terça",2012,28,56
"130",2012-07-11,"ABEV3",0.003265308983,14.81541966,14.85647298,1,10996,"Quarta",2012,28,55
"131",2012-07-12,"ABEV3",-0.01131066891,14.64879147,14.63430206,0,12913,"Quinta",2012,28,44
"132",2012-07-13,"ABEV3",0.003784455388,14.7043342,14.7115789,1,6088,"Sexta",2012,28,44
"133",2012-07-16,"ABEV3",-0.004774064506,14.63430206,14.66086597,0,6247,"Segunda",2012,29,53
"134",2012-07-17,"ABEV3",-0.0008254231001,14.62222755,14.73089811,0,9517,"Terça",2012,29,68
"135",2012-07-18,"ABEV3",0.007404394184,14.73089811,14.5304613,1,26039,"Quarta",2012,29,71
"136",2012-07-19,"ABEV3",0.00147432249,14.75263223,14.62464245,1,12627,"Quinta",2012,29,66
"137",2012-07-20,"ABEV3",-0.005745727075,14.66811068,14.66811068,0,8085,"Sexta",2012,29,38
"138",2012-07-23,"ABEV3",0.004271404584,14.73089811,14.50148249,1,16399,"Segunda",2012,30,60
"139",2012-07-24,"ABEV3",-0.01270329716,14.54495071,14.81541966,0,13372,"Terça",2012,30,65
"140",2012-07-25,"ABEV3",0.001161536725,14.56185502,14.54978051,1,13168,"Quarta",2012,30,43
"141",2012-07-26,"ABEV3",0.03021871422,15.00861177,14.69467459,1,24826,"Quinta",2012,30,54
"142",2012-07-27,"ABEV3",0.03385328016,15.52540065,15.00861177,1,15671,"Sexta",2012,30,39
"143",2012-07-30,"ABEV3",0.009443525548,15.67270963,15.49400693,1,24759,"Segunda",2012,31,75
"144",2012-07-31,"ABEV3",-0.01357877546,15.4613318,15.6056055,0,14848,"Terça",2012,31,62
"145",2012-08-01,"ABEV3",-0.000311090347,15.45652268,15.38438583,0,20933,"Quarta",2012,31,80
"146",2012-08-02,"ABEV3",-0.0223385095,15.11507491,15.27858511,0,15873,"Quinta",2012,31,53
"147",2012-08-03,"ABEV3",0.007449119132,15.22808931,15.26896686,1,10075,"Sexta",2012,31,74
"148",2012-08-06,"ABEV3",0.01520048072,15.4613318,15.22808931,1,15718,"Segunda",2012,32,75
"149",2012-08-07,"ABEV3",-0.01204739598,15.27618055,15.50701847,0,9882,"Terça",2012,32,75
"150",2012-08-08,"ABEV3",-0.0004723293711,15.26896686,15.26175318,0,14493,"Quarta",2012,32,67
"151",2012-08-09,"ABEV3",-0.003470582397,15.21606651,15.10064754,0,10192,"Quinta",2012,32,61
"152",2012-08-10,"ABEV3",-0.01144322721,15.04293806,15.01889245,0,12325,"Sexta",2012,32,58
"153",2012-08-13,"ABEV3",0.002075849033,15.07419737,14.96599209,1,15956,"Segunda",2012,33,55
"154",2012-08-14,"ABEV3",0.007469244075,15.18721177,15.05255631,1,32045,"Terça",2012,33,79
"155",2012-08-15,"ABEV3",-0.004443041273,15.11988404,15.13431141,0,13461,"Quarta",2012,33,54
"156",2012-08-16,"ABEV3",0.001747835525,15.14633422,15.19683001,1,13698,"Quinta",2012,33,57
"157",2012-08-17,"ABEV3",-0.01729426612,14.88664155,15.14633422,0,14006,"Sexta",2012,33,71
"158",2012-08-20,"ABEV3",0.0009686794923,14.90106892,14.84095488,1,9589,"Segunda",2012,34,72
"159",2012-08-21,"ABEV3",-0.02549574283,14.5259573,14.91068717,0,23194,"Terça",2012,34,72
"160",2012-08-22,"ABEV3",0.02096718907,14.83374119,14.56202572,1,19491,"Quarta",2012,34,65
"161",2012-08-23,"ABEV3",0.00517381909,14.91068717,14.67984924,1,24556,"Quinta",2012,34,75
"162",2012-08-24,"ABEV3",0.004665763458,14.98041946,14.77362715,1,10842,"Sexta",2012,34,62
"163",2012-08-27,"ABEV3",-0.00321543684,14.93232822,14.88904611,0,14346,"Segunda",2012,35,57
"164",2012-08-28,"ABEV3",-0.008084118431,14.81210014,14.90828261,0,9048,"Terça",2012,35,58
"165",2012-08-29,"ABEV3",0.002594035219,14.85057313,14.78805452,1,12181,"Quarta",2012,35,78
"166",2012-08-30,"ABEV3",-0.005846070591,14.7640089,14.73515416,0,35054,"Quinta",2012,35,73
"167",2012-08-31,"ABEV3",0.03378140927,15.27127782,14.79232917,1,93942,"Sexta",2012,35,70
"168",2012-09-03,"ABEV3",-0.00141231883,15.24972513,15.20422501,0,39950,"Segunda",2012,36,75
"169",2012-09-04,"ABEV3",-0.01121211903,15.07969836,15.12519848,0,19756,"Terça",2012,36,78
"170",2012-09-05,"ABEV3",0.0001587931545,15.0820931,15.10364579,1,34187,"Quarta",2012,36,56
"171",2012-09-06,"ABEV3",0.01512792798,15.31198846,14.9934876,1,29883,"Quinta",2012,36,54
"172",2012-09-10,"ABEV3",-0.01481041723,15.08688259,15.33833063,0,56874,"Segunda",2012,37,54
"173",2012-09-11,"ABEV3",0.002219756755,15.120409,15.16830386,1,23013,"Terça",2012,37,58
"174",2012-09-12,"ABEV3",-0.01018792638,14.96714543,15.14196168,0,52159,"Quarta",2012,37,57
"175",2012-09-13,"ABEV3",0.02309133121,15.31677794,14.96714543,1,23012,"Quinta",2012,37,100
"176",2012-09-14,"ABEV3",-0.004858563007,15.2425409,15.1706986,0,28174,"Sexta",2012,37,79
"177",2012-09-17,"ABEV3",0,15.2425409,15.20661975,0,19999,"Segunda",2012,38,57
"178",2012-09-18,"ABEV3",-0.01663404689,14.99109286,15.20661975,0,23974,"Terça",2012,38,67
"179",2012-09-19,"ABEV3",-0.004322427269,14.92643479,14.90248736,0,26799,"Quarta",2012,38,68
"180",2012-09-20,"ABEV3",0.01227791875,15.11083002,14.91925056,1,10088,"Quinta",2012,38,59
"181",2012-09-21,"ABEV3",0.01759391911,15.37904127,15.07011939,1,15828,"Sexta",2012,38,47
"182",2012-09-24,"ABEV3",0.001244942573,15.39819921,15.29283051,1,20862,"Segunda",2012,39,54
"183",2012-09-25,"ABEV3",-0.00530174327,15.31677794,15.4197519,0,13360,"Terça",2012,39,66
"184",2012-09-26,"ABEV3",-0.001721305491,15.29043577,15.20661975,0,11696,"Quarta",2012,39,54
"185",2012-09-27,"ABEV3",0.0007827788827,15.30240948,15.24733039,1,22136,"Quinta",2012,39,73
"186",2012-09-28,"ABEV3",0.0004009179093,15.30854572,15.23234826,1,29737,"Sexta",2012,39,55
"187",2012-10-01,"ABEV3",0.01787566052,15.58465657,15.48861801,1,29595,"Segunda",2012,40,52
"188",2012-10-02,"ABEV3",0.02329758975,15.95200404,15.52703344,1,44008,"Terça",2012,40,54
"189",2012-10-03,"ABEV3",-0.006796069364,15.84396067,15.95200404,0,9548,"Quarta",2012,40,48
"190",2012-10-04,"ABEV3",0.01205015336,16.03603778,15.83915874,1,15557,"Quinta",2012,40,53
"191",2012-10-05,"ABEV3",0.007012337541,16.14888308,15.92079151,1,27896,"Sexta",2012,40,64
"192",2012-10-08,"ABEV3",0.02568571534,16.56905176,16.06725031,1,17802,"Segunda",2012,41,42
"193",2012-10-09,"ABEV3",-0.03135145284,16.05764646,16.49942381,0,25445,"Terça",2012,41,57
"194",2012-10-10,"ABEV3",0.004773278735,16.1344773,16.05524549,1,10338,"Quarta",2012,41,75
"195",2012-10-11,"ABEV3",0.003268462311,16.18729851,16.13207634,1,10302,"Quinta",2012,41,57
"196",2012-10-15,"ABEV3",0.02258491654,16.55704694,16.00482525,1,12695,"Segunda",2012,42,55
"197",2012-10-16,"ABEV3",0.0004349401632,16.56424983,16.50422574,1,25183,"Terça",2012,42,82
"198",2012-10-17,"ABEV3",0.005204580214,16.65068453,16.50902767,1,14116,"Quarta",2012,42,71
"199",2012-10-18,"ABEV3",0.01403230358,16.885979,16.57865562,1,16216,"Quinta",2012,42,58
"200",2012-10-19,"ABEV3",-0.01793319707,16.58585851,16.885979,0,22757,"Sexta",2012,42,52
"201",2012-10-22,"ABEV3",-0.002028692167,16.55224502,16.52103248,0,15904,"Segunda",2012,43,67
"202",2012-10-23,"ABEV3",-0.007863736477,16.42259297,16.43699875,0,17764,"Terça",2012,43,68
"203",2012-10-24,"ABEV3",-0.006159280353,16.32175248,16.71070863,0,14682,"Quarta",2012,43,55
"204",2012-10-25,"ABEV3",0.003377637379,16.37697465,16.43699875,1,14199,"Quinta",2012,43,61
"205",2012-10-26,"ABEV3",0.004388538378,16.44900357,16.25692646,1,30674,"Sexta",2012,43,69
"206",2012-10-29,"ABEV3",0.01247477738,16.65548646,16.3073467,1,11421,"Segunda",2012,44,61
"207",2012-10-30,"ABEV3",-0.008250752435,16.51863152,16.62427393,0,14781,"Terça",2012,44,62
"208",2012-10-31,"ABEV3",-0.01317664377,16.30239914,16.58882489,0,31590,"Quarta",2012,44,61
"209",2012-11-01,"ABEV3",0.01005179997,16.46709394,16.31672042,1,21708,"Quinta",2012,44,51
"210",2012-11-05,"ABEV3",0.003761578555,16.52915286,16.46709394,1,20257,"Segunda",2012,45,65
"211",2012-11-06,"ABEV3",-0.0008668015765,16.51483157,16.46948083,0,12368,"Terça",2012,45,74
"212",2012-11-07,"ABEV3",-0.001591090228,16.48857588,16.49334964,0,27393,"Quarta",2012,45,62
"213",2012-11-08,"ABEV3",-0.007701847283,16.36207117,16.46948083,0,226638,"Quinta",2012,45,40
"214",2012-11-09,"ABEV3",-0.0203366867,16.03268155,16.39071374,0,118470,"Sexta",2012,45,47
"215",2012-11-12,"ABEV3",0.003714990529,16.09235358,16.0517766,1,14251,"Segunda",2012,46,62
"216",2012-11-13,"ABEV3",0.01003550335,16.25466151,16.0899667,1,91403,"Terça",2012,46,48
"217",2012-11-14,"ABEV3",0.001320713346,16.27614344,16.25943527,1,39109,"Quarta",2012,46,54
"218",2012-11-16,"ABEV3",0.06404345802,17.3526269,16.70816895,1,229528,"Sexta",2012,46,58
"219",2012-11-19,"ABEV3",0.01650675227,17.64143953,17.28340734,1,68280,"Segunda",2012,47,63
"220",2012-11-21,"ABEV3",0.01463997672,17.90160959,17.70827221,1,71379,"Quarta",2012,47,87
"221",2012-11-22,"ABEV3",-0.001734837315,17.87058014,17.89922271,0,52432,"Quinta",2012,47,90
"222",2012-11-23,"ABEV3",0.009703006978,18.04482247,17.78226553,1,71985,"Sexta",2012,47,77
"223",2012-11-26,"ABEV3",-0.001986097961,18.00901925,18.08539945,0,55400,"Segunda",2012,48,57
"224",2012-11-27,"ABEV3",-0.002920097634,17.95650786,17.97560291,0,72727,"Terça",2012,48,69
"225",2012-11-28,"ABEV3",-0.003462054099,17.89444895,17.85864573,0,53734,"Quarta",2012,48,70
"226",2012-11-29,"ABEV3",-0.01315808456,17.66053458,17.97321603,0,122321,"Quinta",2012,48,62
"227",2012-11-30,"ABEV3",0.04294323895,18.43545485,17.74738768,1,1529347,"Sexta",2012,48,71
"228",2012-12-03,"ABEV3",0.0210131896,18.82694134,18.39986517,1,101580,"Segunda",2012,49,78
"229",2012-12-04,"ABEV3",-0.02230101983,18.41172839,18.83643192,0,49684,"Terça",2012,49,65
"230",2012-12-05,"ABEV3",0.005141399529,18.50663421,18.50663421,1,34333,"Quarta",2012,49,76
"231",2012-12-06,"ABEV3",-0.0002564431447,18.50188892,18.41410104,0,36920,"Quinta",2012,49,35
"232",2012-12-07,"ABEV3",-0.01785530682,18.17446385,18.50426157,0,39151,"Sexta",2012,49,49
"233",2012-12-10,"ABEV3",0.1069910394,20.22680213,20.28611827,1,322093,"Segunda",2012,50,56
"234",2012-12-11,"ABEV3",0.01559621934,20.54473662,20.28611827,1,88953,"Terça",2012,50,67
"235",2012-12-12,"ABEV3",0.002422286175,20.59456217,20.54710927,1,117143,"Quarta",2012,50,53
"236",2012-12-13,"ABEV3",0.003450262224,20.66574154,20.58981688,1,97361,"Quinta",2012,50,49
"237",2012-12-14,"ABEV3",-0.01154747247,20.42847699,20.76064735,0,60816,"Sexta",2012,50,56
"238",2012-12-17,"ABEV3",-0.001278400985,20.4023779,20.43796758,0,54608,"Segunda",2012,51,52
"239",2012-12-18,"ABEV3",0.00706880514,20.54710927,20.59456217,1,44549,"Terça",2012,51,48
"240",2012-12-19,"ABEV3",0.006904515361,20.68946799,20.502029,1,36969,"Quarta",2012,51,45
"241",2012-12-20,"ABEV3",-0.02979736284,20.08207076,20.62066127,0,30883,"Quinta",2012,51,55
"242",2012-12-21,"ABEV3",0.004008966577,20.16274071,20.08207076,1,34098,"Sexta",2012,51,39
"243",2012-12-26,"ABEV3",-0.01338644639,19.89463178,20.17223129,0,26470,"Quarta",2012,52,48
"244",2012-12-27,"ABEV3",0.01162873502,20.12733156,20.02897392,1,32011,"Quinta",2012,52,68
"245",2012-12-28,"ABEV3",-0.01025559397,19.92196868,20.06001816,0,68399,"Sexta",2012,52,35
"246",2013-01-02,"ABEV3",0.004053898494,20.00289424,20.0838198,1,27528,"Quarta",2013,1,55
"247",2013-01-03,"ABEV3",0.01757431563,20.3575386,20.16474536,1,25434,"Quinta",2013,1,61
"248",2013-01-04,"ABEV3",-0.01805039276,19.99337358,20.3575386,0,36369,"Sexta",2013,1,74
"249",2013-01-07,"ABEV3",0.01289272102,20.25281141,19.99813391,1,29979,"Segunda",2013,2,61
"250",2013-01-08,"ABEV3",-0.00117591739,20.22900977,20.01955538,0,27102,"Terça",2013,2,72
"251",2013-01-09,"ABEV3",0.01529599561,20.54081119,20.25281141,1,75267,"Quarta",2013,2,69
"252",2013-01-10,"ABEV3",-0.002087925623,20.49796825,20.49320792,0,30022,"Quinta",2013,2,68
"253",2013-01-11,"ABEV3",-0.01191463691,20.25519157,20.41704269,0,47421,"Sexta",2013,2,52
"254",2013-01-14,"ABEV3",-0.002352942241,20.2075883,20.35991877,0,35586,"Segunda",2013,3,66
"255",2013-01-15,"ABEV3",0.01019520167,20.41466253,20.18378666,1,29811,"Terça",2013,3,56
"256",2013-01-16,"ABEV3",0.02441673759,20.91925719,20.51700956,1,46196,"Quarta",2013,3,67
"257",2013-01-17,"ABEV3",0.009737395785,21.12395126,20.94781916,1,43943,"Quinta",2013,3,69
