Ano,ativo,ret_medio,ret_mediano,ret_sd,ret_min,ret_max,volume_medio,volume_mediano,volume_sd,volume_min,volume_max,value_medio,value_mediano,value_sd,value_min,value_max
2015,PETR4,-0.002048332481582926,-0.0015220200869999999,0.03736078070745018,-0.1188898426,0.1438703704,13.281066932232537,13.262429435576774,0.42515058739198086,12.09088062529239,14.848539157274523,48.890243902439025,47,17.373453428201934,17,100
2016,PETR4,0.0029568494423236964,0.003910073469,0.0399006174829445,-0.1128963463,0.1508582873,13.350196114595072,13.377622459741772,0.43390288204944577,11.413326099747474,14.553072630850137,46.032128514056225,45,15.975250890539266,15,100
2017,PETR4,2.0498376302195145e-4,7.218139513e-4,0.02309727772720322,-0.171489976,0.05571732745,13.249192610932125,13.27491640862323,0.36669917108722,11.700276021785625,14.540185474928515,47.833333333333336,46,16.785339408174597,22,100
2018,PETR4,0.0014179292923983662,0.00179479562,0.03360426999378298,-0.1608467401,0.132199933,14.09584489670849,14.036784362390687,0.4763092307500749,13.082164105618684,15.442380053695908,33.46938775510204,37,19.31183069912039,9,100
2012,VALE3,-4.3494420458606924e-5,-8.0607605395e-4,0.018045691338232705,-0.0500648616,0.06159408383,12.434660447894748,12.430690679303172,0.42706757751398694,10.971451612419703,13.65592379604669,66.77049180327869,65,10.952788235308146,49,100
2013,VALE3,-6.986030469040324e-4,0,0.019905208289261074,-0.06326691817,0.06274851643,12.23000041665103,12.193807519833403,0.42695579058639166,10.210236687705134,13.689452881701287,68.75806451612904,67,8.974431487856698,54,100
2014,VALE3,-0.001959768677293145,-0.0013877819595000001,0.01981530138350195,-0.05423726038,0.07757318951,12.0612710915649,12.093125080342354,0.43491279546285627,10.278974437124607,13.40170425864304,65.86290322580645,78.5,21.33341818879776,38,100
2015,VALE3,-0.002311347479979674,-0.0039190389265,0.036036737049424415,-0.1123863685,0.1066803989,11.833212141175848,11.812125675754878,0.47628173195891754,10.556619704557837,13.29010414932075,81.8130081300813,81,5.646526247997205,68,100
2016,VALE3,0.0025033474438767057,0.005015335144,0.042415923516224856,-0.1567136885,0.1376847974,11.767385254627191,11.768512972850978,0.5300119400236174,9.752664662801545,13.183699275615488,70.93975903614458,74,14.32881379530113,50,100
2017,VALE3,0.0018863441650272368,0.002256922406,0.02442908539479526,-0.08543184734,0.08779866863,12.560890159084217,12.357703842202593,0.803502166820685,10.33899678199267,14.565290403071115,83.16260162601625,83,5.312863071851395,70,100
2018,VALE3,9.771793779955107e-4,5.308325342e-4,0.020790123005125123,-0.07072589392,0.05804426475,13.662975798052466,13.643499663136039,0.3728838394996887,12.393845981002373,14.905200830215984,79.48571428571428,79,4.023089099391082,70,93
2012,IBOV,-1.1745975367602434e-4,-7.816809094000001e-4,0.013582852315156513,-0.0336442922,0.04615716864,16.012407139049017,15.990673441093282,0.25401370781523935,15.213897508118277,17.245714226800086,27.889344262295083,31,21.622272876409202,0,100
2013,IBOV,-9.104684710826619e-4,-0.001230727506,0.01295616661955106,-0.04329174663,0.03582261555,16.01432954799838,16.026433616508555,0.24800757563392098,15.006495990292795,17.09079238701659,31.47983870967742,33,22.674773226309636,0,100
2014,IBOV,-3.696036146929435e-4,-0.001524664689,0.01591642348531691,-0.04627201317,0.04900236841,15.904507880637258,15.879663054073148,0.3247794205575144,14.178044504377631,17.329810766095914,25.600806451612904,27,19.727442387513662,0,100
2015,IBOV,-9.930633409556914e-4,-0.001619143879,0.014852359581541155,-0.0408743558,0.04653686226,15.790188900822868,15.79815283434289,0.23798081010440172,14.945201528869648,16.552509925679797,33.666666666666664,33,19.531102006242026,0,100
2016,IBOV,0.0010757204768648586,0.001350684114,0.016641833694027885,-0.04988023307,0.06386701252,15.751002293732776,15.750319891755813,0.32595758813093223,14.230954379361105,16.87548471491321,41.29317269076305,39,16.387396611909573,9,100
2017,IBOV,8.489498309284148e-4,0.001165835101,0.012184810578633814,-0.0921068469,0.03665948681,15.887570520311108,15.866848728961344,0.29915745546827893,14.447804152997595,17.019690282207126,24.90650406504065,22,12.964763799684746,5,100
2018,IBOV,4.2152907583759176e-4,5.571072412e-4,0.0139814535862796,-0.04593014256,0.04469007852,16.200965255674813,16.176565199330053,0.28884056693249166,15.283786438354937,17.132846360447626,37.412244897959184,35,14.515870803561212,15,100
